text,rating,label,clean_text,text_length
aplikasi yang bagus,5,positive,aplikasi bagus,14
"I like this app, but sometimes this app is running out",4,positive,i like this app but sometimes this app is running out,53
lumayan bagus,3,neutral,lumayan bagus,13
"bagus ga terlalu nge lag tapi kalau scroll di X suka ke atas sendiri ya sebagian orang udah tau lah ya gimana, minusnya nama pengguna nya susah banget di ganti sampai² kesel bngt aku padahal baru banget loh aku download semoga bisa di perbaikin lagi ya😔😔💔",4,positive,bagus ga nge lag scroll x suka ya orang udah tau ya gimana minus nama guna nya susah banget ganti sampai kesel bngt banget loh download moga perbaikin ya,153
"pls lah, bug keluar dari aplikasi",1,negative,pls bug aplikasi,16
tdk bagus karena tdk bisa dibuka,1,negative,tdk bagus tdk buka,18
"NGGAK BISA BIKIN AKUN PLC KENAPASIEEE.... DIBENAHINN DONGGG, ULASAN KEK GINI JANGAN DILIAT DOANG YY",1,negative,nggak bikin akun plc kenapasiee dibenahinn dongg ulas kek gin liat doang yy,75
"gjls suka tbtb di ban, pdhl ga ngelanggar aturan!",1,negative,gjls suka tbtb ban pdhl ga ngelanggar atur,42
apl ny bgus..tpi knp susah masuk dn sllu d tangguhkan akun..mohon d apgrade dong kang Elon !!,3,neutral,apl ny bgus tpi knp susah masuk dn sllu d tangguh akun mohon d apgrade kang elon,80
"Akun selalu ditangguhkan, diblokir setiap buat akun baru eror apa iya x resmi di blokir pemerintah Indonesia ?",1,negative,akun tangguh blokir akun eror iya x resmi blokir perintah indonesia,67
aneh akun aman² aja di tangguk kan tel lah cok,2,negative,aneh akun aman aja tangguk tel cok,34
scam,1,negative,scam,4
Sangat senang bisa mudah dicari,4,positive,senang mudah cari,17
"akun utama buat kerja ,eh tiba tiba akun ditangguhkan....Lol lah.... mana udah complain tetep aja...",1,negative,akun utama kerja eh akun tangguh lol udah complain tetep aja,60
"aplikasi kuntul, di tangguhkan terus akun ku,, padahal gak posting apa apa",1,negative,aplikasi kuntul tangguh akun ku gak posting,43
aplikasi jeleeeeek ga ada guna pisan kasih 1 bintang dah bagus banget,1,negative,aplikasi jeleek ga pis kasih bintang dah bagus banget,53
Good job Akunku hampir 3 kali hilang,5,positive,good job akun kali hilang,25
"apk munafik, paling munafik yang pernah saya liat dan say rasakan, , bentar bentar akun di tangguhkan bilang aja suruh bayar langganan 🤣🤣🤣🤣",1,negative,apk munafik munafik liat say rasa bentar bentar akun tangguh bilang aja suruh bayar langgan,91
tolong segera perbaiki!,5,positive,tolong baik,11
aplikasinya ok banget,5,positive,aplikasi ok banget,18
aplikasi sampah akun di tangguh kan terus udah 10 akun selalu di tangguh kan padahal tidak pernah memposting apapun.semejnjak elon mask punya aplikasi ini jadi tidak jelas,1,negative,aplikasi sampah akun tangguh udah akun tangguh memposting apa semejnjak elon mask aplikasi,90
Bug logout benerin napa woy..jadi gedek lama lama kalo buka aplikasi malah logout,5,positive,bug logout benerin napa woy gedek kalo buka aplikasi logout,59
"sangat buruk, selalu akun di tangguhkan",1,negative,buruk akun tangguh,18
Ampass!!Gak jelas gk bisa login.,1,negative,ampass gak gk login,19
"gk jelas 2x bikin akun ke logout terus, padahal akun baru gk pernah spam atau ngelakuin hal anek konyol",1,negative,gk x bikin akun logout akun gk spam ngelakuin anek konyol,57
sekrang susah loging,3,neutral,sekrang susah loging,20
tidak jelas ni apk,1,negative,ni apk,6
gabisa masuk !,1,negative,gabisa masuk,12
"apasih orang gaada ngapain tiba"" akun ditangguhkan padahal akun ga isi postingan,ga pernah komen malah ditangguhkan, ngajukan banding juga gabisa payah banget",1,negative,apasih orang gaada ngapain akun tangguh akun ga isi postingan ga komen tangguh ngajukan banding gabisa payah banget,115
"aplikasi sampah, dikit2 ditangguhkan... pdhl tdak pernah memposting ujaran kebencian atau sara,,, mending main ig, tiktok ataupun FB... auto uninstall aplikasi X",1,negative,aplikasi sampah dikit tangguh pdhl tdak memposting ujar benci sara mending main ig tiktok fb auto uninstall aplikasi x,118
"Gua binggung padahal gk upload konten salah, upload konten juga salah padahal hua upload foto atsu video juga gak yang aneh"" kenak suspend lama"" gk ada yang main ni applikasi.. jadi penonton salah pokonya serba salah di apk satu ini. diajukan banding gk dinotice goodluck lah buat developer nya",1,negative,gua binggung gk upload konten salah upload konten salah hua upload foto atsu video gak aneh nak suspend gk main ni applikasi tonton salah poko serba salah apk aju banding gk dinotice goodluck developer nya,205
parah aplikasi apa ini ga bermutu,1,negative,parah aplikasi ga mutu,22
gak bisa login atau buat akun,3,neutral,gak login akun,14
"bgus ya bgus,tpi iklan nya bnyak kali setiap detik iklan,gjlsss gimana mau sntai tiba"" mau puter error syg sekali bnyak kekurangan",1,negative,bgus ya bgus tpi iklan nya bnyak kali detik iklan gjlss gimana sntai puter error syg bnyak kurang,97
enak nonton filem gay disini saya sukaaaaa ahhh,5,positive,enak nonton filem gay sukaa ahh,31
aplikasi ini sangat bagus dan baik untuk di gunakan tolong lepaskan akun saya yang di tangguh kan🥰,5,positive,aplikasi bagus tolong lepas akun tangguh,40
najis update melulu tapi tetep jelek,1,negative,najis update melulu tetep jelek,31
"Please help developer, I can't change my username I don't know why, I've tried changing it to a different name many times, even though I've complied with the rules that don't allow dots and other symbols, but it still doesn't work. Please help me, I hope this complaint will be processed immediately. please",1,negative,please help developer i can t change my username i don t know why i ve tried changing it to a different name many times even though i ve complied with the rules that don t allow dots and other symbols but it still doesn t work please help me i hope this complaint will be processed immediately please,300
ko nda bisa masuk tolong di bantu andmin,1,negative,ko nda masuk tolong bantu andmin,32
"gajelas masa ga bisa ganti username, mana kalo masuk aplikasi ga bisa login, ada kesalahan teknis katanya, begitu aja terus.",3,neutral,gajelas ga ganti username kalo masuk aplikasi ga login salah teknis aja,71
APK JELEKKK MANA DI SURUH BAYARR GK BISA LIAT POSTINGAN ORANG KTNYA DI TANGGUHKANN BINTANG 1,1,negative,apk jelekk suruh bayarr gk liat postingan orang ktnya tangguhkann bintang,73
menurut akuu sangat baguss,5,positive,akuu baguss,11
bagus dn efisien,5,positive,bagus dn efisien,16
"aplikasinya si bagus. tp, kenapa dikit dikit ditangguhkn. padahal gak ngain2.",1,negative,aplikasi si bagus tp dikit dikit ditangguhkn gak ngain,54
ini bagus bgt sih tapi aku idk,5,positive,bagus bgt sih idk,17
"aplikasi nya bagus buat cari info terbaru. Tapi sekarang jelek bngt karena akunku yang ga aku pake buat apa apa, malah ditangguhkan. Udah beberapa kali kayak gini terus. Makin kesini makin ga suka sama x. Ga buat salah aja kadang di tangguhkan. Tolong kebijaksanaan dalam mengatur x.",1,negative,aplikasi nya bagus cari info baru jelek bngt akun ga pake tangguh udah kali kayak gin kesini ga suka x ga salah aja kadang tangguh tolong bijaksana atur x,154
"akun tiba-tiba ditangguhkan padahal gak kenapa2, diajukan banding sama sekali gak ada tanggapan",1,negative,akun tangguh gak aju banding gak tanggap,40
ga bisa login daftar juga gabisa selalu eror pake no pake email sama aja gaada solusii minta bantuan gabisa gmna si mkin sini ko makin jelek,1,negative,ga login daftar gabisa eror pake no pake email aja gaada solusi bantu gabisa gmna si mkin ko jelek,98
KONTOLLLLLLLL....,5,positive,kontoll,7
apakah akan menjadi sampah aplikasi ini. begitu di download tidak bisa di akses,1,negative,sampah aplikasi download akses,30
"aplikasi minus, akun tidak melakukan kesalahan tiba tiba ditangguhkan, sedikit dikit keluar. tolong benarkan hal tersebut",1,negative,aplikasi minus akun salah tangguh dikit tolong benar,52
payah gabisa login pdhal bru pertama kali,1,negative,payah gabisa login pdhal bru kali,33
buagus 🙏🫡,4,positive,buagus,6
"ga jelas makin di update makin ngebug parah keluar keluar sendiri aplikasinya, terus udah di update fitur video call dan call nya hilang",2,negative,ga update ngebug parah aplikasi udah update fitur video call call nya hilang,76
nice,5,positive,nice,4
sampai kapan pihak X akan menangguhkan akun saya semua proses banding dll sudah di lakukan namun akun saya tidak dapat di gunakan terimakasih,1,negative,x tangguh akun proses banding dll laku akun terimakasih,55
"aplikasi ga jelas, di tangguhkan tanpa alasan yang jelas, cuman dengan keterangan akun tidak autentik. sudah dibanding dan langsung dibilang kasus ditutup dan tidak bisa lagi dibanding",1,negative,aplikasi ga tangguh alas cuman terang akun autentik banding langsung bilang tutup banding,89
berkelass,5,positive,berkelass,9
aplikasi gk jelas gw buat akun untuk liat berita terkini di tangguhkan,1,negative,aplikasi gk gw akun liat berita kini tangguh,44
"buat akun sering bngt gagal, ""kesalahan teknis""",2,negative,akun bngt gagal salah teknis,28
masuk ke akun sendiri dipersulit tapi tiap kali ada pemberitahuan,1,negative,masuk akun sulit kali pemberitahuan,35
masuk ke akun sendiri malah dipersulit,1,negative,masuk akun sulit,16
X very good,5,positive,x very good,11
"apaan baru pertama kali download tapi ga bisa masuk ga ada koneksi lah, halah pret",1,negative,kali download ga masuk ga koneksi halah pret,44
Aplikasinya bermanfaat. Semoga groknya makin cerdas,5,positive,aplikasi manfaat moga groknya cerdas,36
wow,5,positive,wow,3
"woi apa apaan main blokir akun orang,orang gak ada melanggar malah di blokir buruk banget ini apk nya",1,negative,woi main blokir akun orang orang gak langgar blokir buruk banget apk nya,72
"Aplikasi sampah, tiba2 akun saya di suspend tanpa disertai bukti saya melanggar aturan.",1,negative,aplikasi sampah akun suspend serta bukti langgar atur,53
"stupid ...akun selalu di tangguhkan padahal gk ngpa-ngpain ,padahal gunain X cuman lihat berita game dan movie yg ingin di tonton ...taiii",1,negative,stupid akun tangguh gk ngpa ngpain gunain x cuman lihat berita game movie yg tonton taii,88
"aplikasi merepotkan, vitur yang ditawarkan tidak menarik",1,negative,aplikasi repot vitur tawar tarik,32
"banyak berita yg kami blum tau jadi tauu,makasihh",5,positive,berita yg blum tau tauu makasihh,32
salah gw ap anjirr 4 hari gw gk login X mau login kok malah dapet notiv akun anda ditangguhkan lah benjirr tolonglah lucu bgt buset dah hmm. sorry gw kasih bintang 1 gw udah ngikutin tutor di yt sama aj akun anda di tangguhkan,1,negative,salah gw ap anjirr gw gk login x login dapet notiv akun tangguh benjirr tolong lucu bgt buset dah hmm sorry gw kasih bintang gw udah ngikutin tutor yt aj akun tangguh,166
aplikasi paling bodoh sulit dibuka sekali buka langsung keluar sendiri,1,negative,aplikasi bodoh sulit buka buka langsung,39
eror terus,1,negative,eror,4
sekarang gk bisa puter video ya,3,neutral,gk puter video ya,17
okee,5,positive,okee,4
"aplikasi paling anj, 3 kali akun diblokir sepihak, dan nggk bisa diajukan bading",1,negative,aplikasi anj kali akun blokir nggk aju bading,45
APL gak jelas tiba2 akun di tangguhkan alasan melanggar peraturan,1,negative,apl gak akun tangguh alas langgar atur,38
akun d tangguhkan padahal tidak melakukan kesalahan,1,negative,akun d tangguh salah,20
makin ngaco,1,negative,ngaco,5
aplikasi bosok cuma saya menyukai vidio aja di blok,1,negative,aplikasi bosok suka vidio aja blok,34
susah masuk,1,negative,susah masuk,11
mantap dan membantu,5,positive,mantap bantu,12
kokgak bisa,5,positive,kokgak,6
"tap uninstall button.... apk mya rekomended parah.... jangan download.....! banyak orang baik...... ni apk bahaya parah, kekerasan dimana""....",5,positive,tap uninstall button apk mya rekomended parah download orang ni apk bahaya parah keras mana,91
akun sering ditangguhkan ada apa dengan X,1,negative,akun tangguh x,14
kenapa gak bisa download,1,negative,gak download,12
"tolong lah, akun saya tiba tiba ke suspend sendiri padahal saya ga ngapain ngapain. akun saya pun terhitung aktif karena saya sering menyukai postingan orang lain. sudah ajukan banding berkali kali tapi tidak ada respon sama sekali. dan menurut saya, saya tidak melakukan pelanggaran apapun karena akun saya sendiri bukan akun publik, tolong dibantu.",1,negative,tolong akun suspend ga ngapain ngapain akun hitung aktif suka postingan orang aju banding kali kali respon langgar apa akun akun publik tolong bantu,148
"jujur ini aplikasi bagus sih buat cari informasi dan sejenisnya dibandingkan dengan medsos lain, tapi entah kenapa agak gajelas juga padaha akun saya tidak pernah berinteraksi chat ataupun komentar di akun lain tetapi akun tiba-tiba ditanggungkan, dan tidak bisa dikembalikan 🥲🥲🥲",1,negative,jujur aplikasi bagus sih cari informasi jenis banding medsos gajelas padaha akun interaksi chat komentar akun akun tanggung kembali,131
"Aplikasi sampah,, dikit2 musti verifikasi, dikit2 harus di banned akunnya aku udh lebih dari 5 kali buat akun dan dibanned padahal tidak pernah melakukan spam chat dll,, sampah",1,negative,aplikasi sampah dikit musti verifikasi dikit banned akun udh kali akun dibanned spam chat dll sampah,100
"burik, sulit login, error mulu,",1,negative,burik sulit login error mulu,28
tidak bisa masuk akun tiba-tiba login sendiri,1,negative,masuk akun login,16
"Tidak dapat login melalui aplikasi, tetapi bisa login melalui website. padahal perangkat yang saya gunakan masih bisa menggunakan versi terbaru aplikasi",1,negative,login aplikasi login website perangkat versi baru aplikasi,58
aplikasi gk guna,1,negative,aplikasi gk,11
aplikasi menyenangkan menurut saya,5,positive,aplikasi senang,15
"aplikasinya bagus, tp kenapa tiba2 dmnya hilang semua 🤔 whay...??",5,positive,aplikasi bagus tp dmnya hilang whay,35
susah login dan rumit. tidak simple.,1,negative,susah login rumit simple,24
"akun nya susah buat login,sering di minta verifikasi,sering terjadi kesalahan dan akun tiba² di tangguhkan 😪",1,negative,akun nya susah login verifikasi salah akun tiba tangguh,55
aplikasi jelek kebanyakan di tangguhkan... mending cari aplikasi lain aja... jelek banget ini,1,negative,aplikasi jelek banyak tangguh mending cari aplikasi aja jelek banget,68
Masih tahap pengembangan Aplikasi,4,positive,tahap kembang aplikasi,22
AKUN DITANGGUHKAN. PADAHAL ENGGA ADA BUAT KESALAHAN. ANEH! COBA GILIRAN BERLANGGANAN DETIK INI PUN PASTI BISA KEBUKA..,1,negative,akun tangguh engga salah aneh coba gilir langgan detik buka,59
Saran saya aplikasi twiter nya ada tanda on-line untuk akun pengguna nya saat aplikasi dibuka supaya kalo lagi cari teman yang lagi on-line bisa chattingan langsung kalo saya sih itu aja sarannya yg lainnya udah bagus saran saya twiter buat akun pribadi untuk yg bersifat vulgar dipisah supaya tidak dilihat secara umum,5,positive,saran aplikasi twiter nya tanda on line akun guna nya aplikasi buka kalo cari teman on line chattingan langsung kalo sih aja saran yg udah bagus saran twiter akun pribadi yg sifat vulgar pisah,192
"x sekarang sudah kategori aplikasi sampah,masa tidak posting apa pun & tidak melakukan apa pun akun di tangguhkan. tolong periksa keluhan kami",1,negative,x kategori aplikasi sampah posting akun tangguh tolong periksa keluh,68
"gua baru download, udh ke dowload eh pas gua pencet ""masuk"" malah bermasalah.. ga bisa ke halaman itu, pencet ""buat akun"" juga sama aja. sebenernya maunya apasih? gejlas bet.",1,negative,gua download udh dowload eh pas gua pencet masuk masalah ga halaman pencet akun aja sebenernya mau apasih gejlas bet,116
"sebel banget, padahal ga kirim aneh' atau melakukan kekerasan tapi selalu akun di tanguhkan, di perbaiki lagi dong",2,negative,sebel banget ga kirim aneh keras akun tanguhkan baik,52
